id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender,salary_usd,seniority_name,seniority_code,seniority_id,ubicacion_id,work_setting_id,gender_id,tecnologia_principal,tecnologia_id,categoria_principal
11471,2025,MLOps Engineer,Machine Learning,Senior (6-10 yrs),PhD,France,Europe,EUR,Enterprise (10000+),Media & Entertainment,Full-time,Remote,220900,15600,0,236500,2.7,1,Excel; R; PyTorch; Tableau,Significant,Female,220900,Senior,3.0,3.0,1,1,2.0,Excel,24,Data
11472,2021,Product Manager (Tech),Management,Mid (3-5 yrs),Bachelor's,Japan,Asia,JPY,Large (1001-10000),Finance & Banking,Full-time,Remote,120600,1000,0,121600,3.6,0,Kafka; GCP,AI-First,Male,120600,Mid,2.0,2.0,8,1,1.0,Kafka,17,Data
11473,2023,Machine Learning Engineer,Machine Learning,Senior (6-10 yrs),PhD,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,308900,31500,80300,420700,4.4,2,LangChain; Go; AWS,Significant,Male,308900,Senior,3.0,3.0,5,1,1.0,LangChain,21,AI/ML
11474,2025,Machine Learning Engineer,Machine Learning,Lead (11-15 yrs),Master's,United States,North America,USD,Large (1001-10000),Consulting,Full-time,Hybrid,372300,27700,0,400000,3.9,0,Spark; Rust,Significant,Male,372300,Lead,4.0,4.0,5,2,1.0,Spark,14,Data
11475,2022,Database Administrator,Data Engineering,Senior (6-10 yrs),Master's,India,Asia,INR,Small (51-200),Finance & Banking,Full-time,Remote,44900,3900,0,48800,3.6,0,Excel; SQL,Partial,Male,44900,Senior,3.0,3.0,3,1,1.0,Excel,24,Data
11476,2025,Prompt Engineer,Machine Learning,Entry (0-2 yrs),Master's,Singapore,Asia,SGD,Large (1001-10000),Finance & Banking,Full-time,Remote,108500,300,0,108800,3.4,0,Rust; JavaScript; Azure,Partial,Prefer not to say,108500,Junior,1.0,1.0,15,1,0.0,Rust,23,Backend
11477,2025,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Government & Defense,Full-time,Hybrid,192200,16200,73600,282000,2.8,3,Docker; Scala; Hadoop; Kubernetes; Rust,Partial,Male,192200,Senior,3.0,3.0,5,2,1.0,Docker,11,Cloud
11478,2020,Backend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),E-Commerce & Retail,Freelance,On-site,173200,0,0,173200,3.4,0,Python; Scala; LangChain; Kubernetes,Experimenting,Male,173200,Mid,2.0,2.0,5,3,1.0,Python,13,Backend
11479,2023,Generative AI Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Finance & Banking,Full-time,Remote,156500,16900,0,173400,4.6,1,Kubernetes; SQL; Kafka; C++; TensorFlow,Significant,Male,156500,Junior,1.0,1.0,5,1,1.0,Kubernetes,15,Cloud
11480,2021,Software Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,Canada,North America,CAD,Medium (201-1000),E-Commerce & Retail,Full-time,Hybrid,58800,3000,0,61800,2.7,2,PyTorch; Excel; Power BI; Hadoop,Significant,Male,58800,Junior,1.0,1.0,10,2,1.0,PyTorch,19,AI/ML
11481,2025,MLOps Engineer,Machine Learning,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Small (51-200),E-Commerce & Retail,Full-time,Hybrid,87200,8200,0,95400,3.8,2,TensorFlow; Java; SQL; Spark,Experimenting,Female,87200,Junior,1.0,1.0,6,2,2.0,TensorFlow,25,AI/ML
11482,2025,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Hybrid,347000,52500,0,399500,4.7,1,AWS; Airflow; Python,Significant,Female,347000,Senior,3.0,3.0,5,2,2.0,AWS,18,Cloud
11483,2020,Product Manager (Tech),Management,Senior (6-10 yrs),PhD,United States,North America,USD,Enterprise (10000+),E-Commerce & Retail,Full-time,On-site,305900,28600,57400,391900,3.6,3,PyTorch; TensorFlow; GCP; C++,,Male,305900,Senior,3.0,3.0,5,3,1.0,PyTorch,19,AI/ML
11484,2023,Quantitative Analyst,Data Science,Entry (0-2 yrs),PhD,Canada,North America,CAD,Small (51-200),Technology,Full-time,Hybrid,125600,10600,44700,180900,3.2,0,R; Scala; Docker; Hadoop,Experimenting,Male,125600,Junior,1.0,1.0,10,2,1.0,R,16,Otra
11485,2025,Backend Developer,Software Engineering,Executive (16+ yrs),Master's,Canada,North America,CAD,Large (1001-10000),Healthcare & Pharma,Full-time,Hybrid,331600,27300,0,358900,4.1,1,JavaScript; LangChain; Python; Airflow,Significant,Male,331600,No especificado,0.0,0.0,10,2,1.0,JavaScript,1,Frontend
11486,2025,Frontend Developer,Software Engineering,Executive (16+ yrs),Master's,UAE,Asia,AED,Enterprise (10000+),Technology,Full-time,Hybrid,290400,16200,0,306600,2.8,5,Python; Java; Kafka,Experimenting,Prefer not to say,290400,No especificado,0.0,0.0,18,2,0.0,Python,13,Backend
11487,2021,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),PhD,Canada,North America,CAD,Startup (1-50),Government & Defense,Full-time,Hybrid,94900,100,20400,115400,2.6,2,AWS; R,Partial,Male,94900,Mid,2.0,2.0,10,2,1.0,AWS,18,Cloud
11488,2023,MLOps Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,224500,5500,0,230000,3.4,4,dbt; Java; SQL,Experimenting,Male,224500,Mid,2.0,2.0,5,2,1.0,dbt,6,Database
11489,2024,AI Research Scientist,Machine Learning,Entry (0-2 yrs),Master's,India,Asia,INR,Enterprise (10000+),Energy & Utilities,Full-time,Hybrid,38000,0,7300,45300,3.0,2,Azure; Tableau; Kafka; dbt; PyTorch,AI-First,Female,38000,Junior,1.0,1.0,3,2,2.0,Azure,7,Cloud
11490,2023,Prompt Engineer,Machine Learning,Lead (11-15 yrs),Master's,France,Europe,EUR,Large (1001-10000),Insurance,Contract,Hybrid,218200,32500,0,250700,3.1,0,Spark; C++; PyTorch; SQL; AWS,Experimenting,Female,218200,Lead,4.0,4.0,1,2,2.0,Spark,14,Data
11491,2021,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Master's,Japan,Asia,JPY,Small (51-200),E-Commerce & Retail,Full-time,Remote,81600,4200,15500,101300,3.2,5,C++; Tableau; dbt; Rust,Experimenting,Female,81600,Mid,2.0,2.0,8,1,2.0,C++,26,Backend
11492,2022,Prompt Engineer,Machine Learning,Senior (6-10 yrs),PhD,Singapore,Asia,SGD,Enterprise (10000+),Healthcare & Pharma,Full-time,Hybrid,246100,23400,0,269500,2.7,1,TensorFlow; Kubernetes; Hadoop; Spark,Significant,Female,246100,Senior,3.0,3.0,15,2,2.0,TensorFlow,25,AI/ML
11493,2023,NLP Engineer,Machine Learning,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Large (1001-10000),Technology,Full-time,Remote,237000,16900,67600,321500,3.9,4,LangChain; Tableau; SQL; Python,Partial,Male,237000,Senior,3.0,3.0,7,1,1.0,LangChain,21,AI/ML
11494,2020,Full Stack Developer,Software Engineering,Senior (6-10 yrs),PhD,Canada,North America,CAD,Startup (1-50),E-Commerce & Retail,Full-time,On-site,144000,10100,27400,181500,3.8,0,Go; C++,Partial,Female,144000,Senior,3.0,3.0,10,3,2.0,Go,20,Backend
11495,2024,AI Product Manager,Management,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Hybrid,146100,3200,34400,183700,4.4,0,PyTorch; Tableau; Hugging Face,Partial,Male,146100,Junior,1.0,1.0,5,2,1.0,PyTorch,19,AI/ML
11496,2021,Data Engineer,Data Engineering,Lead (11-15 yrs),Master's,United Kingdom,Europe,GBP,Startup (1-50),Telecommunications,Full-time,Remote,175700,29000,14700,219400,2.9,4,Hugging Face; Kafka,AI-First,Male,175700,Lead,4.0,4.0,6,1,1.0,Hugging Face,10,AI/ML
11497,2020,Data Engineer,Data Engineering,Entry (0-2 yrs),Bachelor's,Japan,Asia,JPY,Medium (201-1000),Healthcare & Pharma,Full-time,Hybrid,62100,0,0,62100,3.2,0,Spark; Rust,,Male,62100,Junior,1.0,1.0,8,2,1.0,Spark,14,Data
11498,2023,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Healthcare & Pharma,Full-time,Hybrid,293100,20300,32400,345800,4.2,3,C++; Python; SQL,AI-First,Male,293100,Senior,3.0,3.0,5,2,1.0,C++,26,Backend
11499,2022,Data Analyst,Data Science,Entry (0-2 yrs),Bachelor's,India,Asia,INR,Small (51-200),Finance & Banking,Full-time,Hybrid,16400,0,3200,19600,3.1,0,Docker; Hadoop; SQL,Partial,Male,16400,Junior,1.0,1.0,3,2,1.0,Docker,11,Cloud
11500,2022,Robotics Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,86300,4000,0,90300,3.2,0,GCP; OpenCV; LangChain; Azure; Rust,Experimenting,Female,86300,Junior,1.0,1.0,5,1,2.0,GCP,12,Cloud
11501,2020,Robotics Engineer,Machine Learning,Entry (0-2 yrs),Master's,Japan,Asia,JPY,Large (1001-10000),Finance & Banking,Part-time,Hybrid,39000,4000,5500,48500,2.5,0,PyTorch; R,Partial,Female,39000,Junior,1.0,1.0,8,2,2.0,PyTorch,19,AI/ML
11502,2020,Data Scientist,Data Science,Entry (0-2 yrs),High School,India,Asia,INR,Enterprise (10000+),Healthcare & Pharma,Full-time,Remote,17200,1600,0,18800,3.5,1,Kubernetes; Power BI; dbt; LangChain,Partial,Male,17200,Junior,1.0,1.0,3,1,1.0,Kubernetes,15,Cloud
11503,2025,Frontend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,South Korea,Asia,KRW,Startup (1-50),Government & Defense,Full-time,On-site,82700,6000,4800,93500,2.9,2,LangChain; GCP; Hadoop,Significant,Female,82700,Senior,3.0,3.0,16,3,2.0,LangChain,21,AI/ML
11504,2024,Business Intelligence Analyst,Data Science,Executive (16+ yrs),Master's,Singapore,Asia,SGD,Enterprise (10000+),Technology,Full-time,Hybrid,226600,20600,0,247200,2.9,2,Rust; Python; dbt; Tableau,,Male,226600,No especificado,0.0,0.0,15,2,1.0,Rust,23,Backend
11505,2024,Data Scientist,Data Science,Executive (16+ yrs),Master's,Australia,Oceania,AUD,Startup (1-50),Telecommunications,Full-time,Remote,320700,36900,90400,448000,3.5,0,Azure; R; Rust; Hugging Face; Docker,Experimenting,Female,320700,No especificado,0.0,0.0,2,1,2.0,Azure,7,Cloud
11506,2020,NLP Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Remote,135400,9000,0,144400,4.2,2,Hadoop; Excel; JavaScript; Go; Python,Significant,Male,135400,Junior,1.0,1.0,5,1,1.0,Hadoop,5,Data
11507,2021,Software Engineer,Software Engineering,Lead (11-15 yrs),Master's,United States,North America,USD,Large (1001-10000),E-Commerce & Retail,Full-time,Remote,263700,27900,0,291600,4.5,0,PyTorch; Python; C++,AI-First,Female,263700,Lead,4.0,4.0,5,1,2.0,PyTorch,19,AI/ML
11508,2025,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Small (51-200),Finance & Banking,Contract,Remote,327400,33400,41800,402600,4.2,0,Excel; C++; AWS,Significant,Male,327400,Senior,3.0,3.0,5,1,1.0,Excel,24,Data
11509,2025,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Medium (201-1000),Healthcare & Pharma,Full-time,Remote,115600,9200,7500,132300,4.5,1,Java; Docker; Spark,Significant,Female,115600,Mid,2.0,2.0,7,1,2.0,Java,27,Backend
11510,2025,Frontend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Media & Entertainment,Full-time,On-site,129300,9000,45300,183600,3.6,2,Rust; Excel,Partial,Male,129300,Mid,2.0,2.0,5,3,1.0,Rust,23,Backend
11511,2022,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Large (1001-10000),Healthcare & Pharma,Full-time,On-site,125300,10700,10600,146600,3.1,1,Spark; OpenCV; dbt,Significant,Male,125300,Mid,2.0,2.0,5,3,1.0,Spark,14,Data
11512,2021,NLP Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Energy & Utilities,Full-time,Hybrid,51100,5800,0,56900,3.9,2,C++; TensorFlow; GCP; SQL,Experimenting,Female,51100,Senior,3.0,3.0,3,2,2.0,C++,26,Backend
11513,2024,AI Product Manager,Management,Mid (3-5 yrs),PhD,France,Europe,EUR,Large (1001-10000),Finance & Banking,Full-time,Hybrid,170100,0,26600,196700,4.7,0,C++; dbt,Partial,Female,170100,Mid,2.0,2.0,1,2,2.0,C++,26,Backend
11514,2021,Data Engineer,Data Engineering,Lead (11-15 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Part-time,On-site,132200,13000,0,145200,2.4,1,Spark; R; Hadoop,Significant,Non-binary,132200,Lead,4.0,4.0,5,3,3.0,Spark,14,Data
11515,2023,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Small (51-200),Technology,Full-time,Remote,192300,13000,32200,237500,3.9,4,Kubernetes; R,Experimenting,Male,192300,Mid,2.0,2.0,5,1,1.0,Kubernetes,15,Cloud
11516,2022,Backend Developer,Software Engineering,Mid (3-5 yrs),Master's,United Kingdom,Europe,GBP,Small (51-200),Consulting,Full-time,Remote,116100,2500,9200,127800,3.2,2,LangChain; Hadoop,Experimenting,Male,116100,Mid,2.0,2.0,6,1,1.0,LangChain,21,AI/ML
11517,2024,AI Product Manager,Management,Mid (3-5 yrs),Bachelor's,Brazil,South America,BRL,Startup (1-50),Education & Research,Full-time,Hybrid,36500,0,11600,48100,2.9,0,Java; dbt,Significant,Male,36500,Mid,2.0,2.0,4,2,1.0,Java,27,Backend
11518,2021,Product Manager (Tech),Management,Senior (6-10 yrs),Master's,United States,North America,USD,Medium (201-1000),Automotive,Full-time,Hybrid,251200,21500,0,272700,4.3,4,Power BI; Spark; dbt; Kubernetes; Java,Significant,Male,251200,Senior,3.0,3.0,5,2,1.0,Power BI,4,Data
11519,2023,Cloud Architect,Software Engineering,Mid (3-5 yrs),Master's,Singapore,Asia,SGD,Medium (201-1000),Education & Research,Contract,Remote,126300,6000,0,132300,4.4,1,JavaScript; Hugging Face,Partial,Male,126300,Mid,2.0,2.0,15,1,1.0,JavaScript,1,Frontend
11520,2021,Engineering Manager,Management,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Technology,Full-time,Remote,46600,2900,0,49500,2.6,4,Power BI; Scala,Significant,Female,46600,Mid,2.0,2.0,3,1,2.0,Power BI,4,Data
11521,2020,Product Manager (Tech),Management,Mid (3-5 yrs),High School,United States,North America,USD,Enterprise (10000+),Finance & Banking,Contract,On-site,181400,8100,0,189500,3.9,2,Hadoop; C++; Airflow; SQL,AI-First,Male,181400,Mid,2.0,2.0,5,3,1.0,Hadoop,5,Data
11522,2025,AI Product Manager,Management,Senior (6-10 yrs),Master's,Spain,Europe,EUR,Medium (201-1000),Consulting,Full-time,Remote,195400,27700,0,223100,3.3,2,Kubernetes; Kafka; JavaScript,Partial,Female,195400,Senior,3.0,3.0,17,1,2.0,Kubernetes,15,Cloud
11523,2021,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,France,Europe,EUR,Enterprise (10000+),E-Commerce & Retail,Contract,Remote,190000,27600,21500,239100,3.2,8,Docker; Kafka; GCP; Tableau; Kubernetes,Experimenting,Male,190000,Senior,3.0,3.0,1,1,1.0,Docker,11,Cloud
11524,2025,Quantitative Analyst,Data Science,Entry (0-2 yrs),PhD,United Kingdom,Europe,GBP,Medium (201-1000),Technology,Full-time,Remote,153700,14000,0,167700,4.2,2,AWS; Spark; Power BI; R,Significant,Female,153700,Junior,1.0,1.0,6,1,2.0,AWS,18,Cloud
11525,2022,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),PhD,Canada,North America,CAD,Large (1001-10000),Insurance,Full-time,Hybrid,129800,1700,36100,167600,3.9,4,GCP; dbt; LangChain; Power BI,Partial,Male,129800,Mid,2.0,2.0,10,2,1.0,GCP,12,Cloud
11526,2025,AI Research Scientist,Machine Learning,Entry (0-2 yrs),Master's,France,Europe,EUR,Small (51-200),E-Commerce & Retail,Full-time,Remote,78700,1200,0,79900,3.0,2,Hadoop; Rust; Go; PyTorch; TensorFlow,Partial,Male,78700,Junior,1.0,1.0,1,1,1.0,Hadoop,5,Data
11527,2021,Backend Developer,Software Engineering,Mid (3-5 yrs),PhD,Japan,Asia,JPY,Large (1001-10000),E-Commerce & Retail,Full-time,On-site,120000,1600,0,121600,3.2,2,Azure; Tableau; JavaScript; Hadoop,Significant,Female,120000,Mid,2.0,2.0,8,3,2.0,Azure,7,Cloud
11528,2025,Quantitative Analyst,Data Science,Senior (6-10 yrs),Master's,United States,North America,USD,Startup (1-50),Technology,Full-time,Remote,315600,29700,112000,457300,3.1,0,GCP; Scala; Spark; TensorFlow,AI-First,Female,315600,Senior,3.0,3.0,5,1,2.0,GCP,12,Cloud
11529,2025,Prompt Engineer,Machine Learning,Executive (16+ yrs),Bachelor's,United States,North America,USD,Small (51-200),Technology,Full-time,Hybrid,327500,20100,66800,414400,3.8,2,AWS; OpenCV; Hugging Face; Java; Go,AI-First,Female,327500,No especificado,0.0,0.0,5,2,2.0,AWS,18,Cloud
11530,2022,Database Administrator,Data Engineering,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Startup (1-50),Finance & Banking,Full-time,Hybrid,85700,1700,0,87400,2.7,1,Tableau; Scala,Partial,Non-binary,85700,Mid,2.0,2.0,6,2,3.0,Tableau,3,Data
11531,2024,DevOps Engineer,Software Engineering,Mid (3-5 yrs),Master's,Germany,Europe,EUR,Enterprise (10000+),Technology,Full-time,Hybrid,191100,17800,11000,219900,4.1,5,PyTorch; Hadoop; Airflow; Rust; Docker,Significant,Female,191100,Mid,2.0,2.0,7,2,2.0,PyTorch,19,AI/ML
11532,2025,Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,Canada,North America,CAD,Startup (1-50),Finance & Banking,Full-time,Hybrid,65100,100,0,65200,3.7,1,Go; Tableau,Significant,Female,65100,Junior,1.0,1.0,10,2,2.0,Go,20,Backend
11533,2022,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Master's,United States,North America,USD,Small (51-200),Finance & Banking,Full-time,Remote,180500,11700,43400,235600,2.5,2,C++; Power BI; dbt; AWS,AI-First,Male,180500,Mid,2.0,2.0,5,1,1.0,C++,26,Backend
11534,2023,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Bachelor's,Saudi Arabia,Asia,SAR,Medium (201-1000),Healthcare & Pharma,Full-time,Remote,82000,5000,0,87000,3.4,1,Docker; R; Airflow; OpenCV,Partial,Prefer not to say,82000,Mid,2.0,2.0,11,1,0.0,Docker,11,Cloud
11535,2023,Data Scientist,Data Science,Mid (3-5 yrs),Master's,Canada,North America,CAD,Small (51-200),Technology,Full-time,Hybrid,109400,6000,26500,141900,3.8,2,Docker; SQL; TensorFlow; OpenCV; PyTorch,Partial,Male,109400,Mid,2.0,2.0,10,2,1.0,Docker,11,Cloud
11536,2022,MLOps Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Consulting,Contract,Hybrid,127600,5500,27600,160700,4.4,0,SQL; Tableau,Experimenting,Male,127600,Junior,1.0,1.0,5,2,1.0,SQL,9,Database
11537,2022,Backend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,Germany,Europe,EUR,Enterprise (10000+),Technology,Freelance,On-site,159100,13900,0,173000,3.9,3,LangChain; OpenCV; Power BI; Python; Airflow,AI-First,Male,159100,Senior,3.0,3.0,7,3,1.0,LangChain,21,AI/ML
11538,2024,Business Intelligence Analyst,Data Science,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Energy & Utilities,Full-time,Remote,145700,9800,42500,198000,3.2,0,R; Scala; Java; Spark,Significant,Male,145700,Mid,2.0,2.0,5,1,1.0,R,16,Otra
11539,2023,Backend Developer,Software Engineering,Lead (11-15 yrs),PhD,Netherlands,Europe,EUR,Medium (201-1000),Finance & Banking,Full-time,Remote,233500,20900,67400,321800,3.4,0,TensorFlow; PyTorch,Experimenting,Female,233500,Lead,4.0,4.0,9,1,2.0,TensorFlow,25,AI/ML
11540,2023,AI Research Scientist,Machine Learning,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Hybrid,157100,4600,54300,216000,3.5,0,Kubernetes; R; Excel; Rust; PyTorch,AI-First,Female,157100,Junior,1.0,1.0,5,2,2.0,Kubernetes,15,Cloud
11541,2023,Computer Vision Engineer,Machine Learning,Lead (11-15 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Finance & Banking,Contract,On-site,82600,6400,0,89000,3.0,1,Java; Azure; Kubernetes; Tableau; GCP,Partial,Male,82600,Lead,4.0,4.0,3,3,1.0,Java,27,Backend
11542,2023,Backend Developer,Software Engineering,Lead (11-15 yrs),Bachelor's,India,Asia,INR,Small (51-200),Healthcare & Pharma,Full-time,Hybrid,45400,4600,9400,59400,3.1,2,PyTorch; Airflow,AI-First,Male,45400,Lead,4.0,4.0,3,2,1.0,PyTorch,19,AI/ML
11543,2021,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),PhD,United States,North America,USD,Large (1001-10000),Government & Defense,Full-time,Remote,250900,28900,68700,348500,2.8,2,Kafka; dbt,Experimenting,Male,250900,Senior,3.0,3.0,5,1,1.0,Kafka,17,Data
11544,2022,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Medium (201-1000),Education & Research,Freelance,Remote,60600,1600,0,62200,4.7,1,JavaScript; PyTorch; TensorFlow,,Female,60600,Junior,1.0,1.0,6,1,2.0,JavaScript,1,Frontend
11545,2024,AI Product Manager,Management,Senior (6-10 yrs),PhD,Germany,Europe,EUR,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,195200,24700,0,219900,3.9,2,Rust; R; GCP; Power BI,Significant,Male,195200,Senior,3.0,3.0,7,1,1.0,Rust,23,Backend
11546,2024,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),PhD,Singapore,Asia,SGD,Large (1001-10000),Finance & Banking,Full-time,Remote,317500,23300,0,340800,3.1,2,dbt; Power BI; GCP,Significant,Female,317500,Mid,2.0,2.0,15,1,2.0,dbt,6,Database
11547,2022,Full Stack Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,Singapore,Asia,SGD,Startup (1-50),Healthcare & Pharma,Freelance,On-site,128000,6100,36800,170900,2.9,1,Scala; JavaScript,Partial,Male,128000,Senior,3.0,3.0,15,3,1.0,Scala,2,Otra
11548,2022,Backend Developer,Software Engineering,Mid (3-5 yrs),PhD,United States,North America,USD,Small (51-200),Media & Entertainment,Full-time,Hybrid,149600,10900,27500,188000,3.7,5,Spark; SQL; Airflow; R; OpenCV,Experimenting,Female,149600,Mid,2.0,2.0,5,2,2.0,Spark,14,Data
11549,2023,Data Scientist,Data Science,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),Finance & Banking,Full-time,Hybrid,131800,1300,47000,180100,4.2,2,Hadoop; Scala; LangChain; Go,Experimenting,Male,131800,Junior,1.0,1.0,5,2,1.0,Hadoop,5,Data
11550,2023,Business Intelligence Analyst,Data Science,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Consulting,Full-time,On-site,26500,0,0,26500,3.0,2,AWS; Kafka; C++; R; Python,Significant,Female,26500,Mid,2.0,2.0,3,3,2.0,AWS,18,Cloud
11551,2025,Frontend Developer,Software Engineering,Mid (3-5 yrs),Master's,Netherlands,Europe,EUR,Large (1001-10000),Media & Entertainment,Full-time,Hybrid,132600,8500,30400,171500,4.0,2,Hugging Face; GCP; Azure; Excel,Experimenting,Male,132600,Mid,2.0,2.0,9,2,1.0,Hugging Face,10,AI/ML
11552,2023,Engineering Manager,Management,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Startup (1-50),Technology,Full-time,Remote,155600,10700,0,166300,3.7,2,AWS; Kubernetes; Python; Java,Partial,Female,155600,Mid,2.0,2.0,7,1,2.0,AWS,18,Cloud
11553,2024,Data Scientist,Data Science,Senior (6-10 yrs),Master's,India,Asia,INR,Large (1001-10000),Government & Defense,Full-time,Remote,48700,7300,0,56000,4.7,3,GCP; Go,AI-First,Male,48700,Senior,3.0,3.0,3,1,1.0,GCP,12,Cloud
11554,2023,Data Engineer,Data Engineering,Entry (0-2 yrs),Bachelor's,Germany,Europe,EUR,Large (1001-10000),Technology,Full-time,Remote,95000,0,0,95000,3.0,0,Spark; Azure; Docker,Experimenting,Female,95000,Junior,1.0,1.0,7,1,2.0,Spark,14,Data
11555,2022,Engineering Manager,Management,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Technology,Full-time,Remote,55700,4800,0,60500,4.2,8,Docker; Excel; LangChain; Hugging Face,AI-First,Female,55700,Senior,3.0,3.0,3,1,2.0,Docker,11,Cloud
11556,2025,Quantitative Analyst,Data Science,Entry (0-2 yrs),Master's,Singapore,Asia,SGD,Startup (1-50),Technology,Contract,Hybrid,125800,700,25100,151600,3.6,2,Excel; JavaScript; PyTorch; TensorFlow,Significant,Male,125800,Junior,1.0,1.0,15,2,1.0,Excel,24,Data
11557,2024,Full Stack Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Small (51-200),Technology,Part-time,Remote,53200,1500,6900,61600,2.5,0,GCP; LangChain; TensorFlow,,Female,53200,Mid,2.0,2.0,6,1,2.0,GCP,12,Cloud
11558,2025,Full Stack Developer,Software Engineering,Mid (3-5 yrs),PhD,United States,North America,USD,Large (1001-10000),Healthcare & Pharma,Full-time,Hybrid,199200,12500,0,211700,3.8,0,LangChain; Kafka,Partial,Male,199200,Mid,2.0,2.0,5,2,1.0,LangChain,21,AI/ML
11559,2021,Frontend Developer,Software Engineering,Senior (6-10 yrs),Master's,South Korea,Asia,KRW,Large (1001-10000),Technology,Full-time,Hybrid,119800,2500,0,122300,3.8,1,Python; JavaScript; dbt; TensorFlow; Tableau,AI-First,Male,119800,Senior,3.0,3.0,16,2,1.0,Python,13,Backend
11560,2020,AI Product Manager,Management,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Insurance,Full-time,Remote,155000,0,0,155000,3.3,1,JavaScript; OpenCV; LangChain; Kafka; Excel,AI-First,Male,155000,Mid,2.0,2.0,5,1,1.0,JavaScript,1,Frontend
11561,2024,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),Bachelor's,Brazil,South America,BRL,Enterprise (10000+),Finance & Banking,Full-time,Remote,46700,3100,0,49800,3.5,2,Docker; Tableau; Spark; Kafka; Python,,Female,46700,Junior,1.0,1.0,4,1,2.0,Docker,11,Cloud
11562,2022,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Master's,Singapore,Asia,SGD,Enterprise (10000+),Technology,Part-time,Remote,136400,11400,50100,197900,3.0,0,Tableau; Python; PyTorch; TensorFlow,Significant,Male,136400,Mid,2.0,2.0,15,1,1.0,Tableau,3,Data
