id,survey_year,job_title,job_category,experience_level,education_level,country,continent,currency,company_size,industry,employment_type,work_setting,base_salary_usd,annual_bonus_usd,stock_grant_usd,total_compensation_usd,job_satisfaction,years_at_company,primary_skills,ai_adoption_level,gender
11171,2023,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Master's,Australia,Oceania,AUD,Enterprise (10000+),Technology,Full-time,Hybrid,156900,17400,44900,219200,2.8,5,Azure; Scala,Partial,Male
11172,2023,Product Manager (Tech),Management,Entry (0-2 yrs),Master's,Saudi Arabia,Asia,SAR,Large (1001-10000),Government & Defense,Contract,On-site,81700,5300,0,87000,2.1,0,GCP; Azure; JavaScript,None,Male
11173,2023,Engineering Manager,Management,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Energy & Utilities,Contract,Hybrid,109100,4100,0,113200,3.0,2,Kubernetes; Spark,Significant,Male
11174,2025,Full Stack Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Full-time,Hybrid,196800,11200,0,208000,4.0,4,GCP; OpenCV; Scala; TensorFlow; AWS,Partial,Male
11175,2023,AI Research Scientist,Machine Learning,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),Finance & Banking,Full-time,Hybrid,203900,9200,0,213100,3.1,5,AWS; Scala; Hugging Face; Hadoop; Python,Significant,Male
11176,2022,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Master's,Singapore,Asia,SGD,Medium (201-1000),Automotive,Contract,On-site,224700,34900,0,259600,3.6,4,R; Kafka; Hugging Face; OpenCV; Tableau,AI-First,Female
11177,2020,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Bachelor's,UAE,Asia,AED,Medium (201-1000),Media & Entertainment,Full-time,Hybrid,64100,4500,0,68600,3.0,0,Tableau; PyTorch; Scala,Partial,Prefer not to say
11178,2025,Cloud Architect,Software Engineering,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Enterprise (10000+),Technology,Full-time,Remote,81700,10500,26200,118400,3.7,1,R; OpenCV; Excel; Python; TensorFlow,Partial,Male
11179,2024,Generative AI Engineer,Machine Learning,Executive (16+ yrs),Bachelor's,Netherlands,Europe,EUR,Medium (201-1000),Telecommunications,Full-time,Hybrid,254100,19800,0,273900,3.4,0,JavaScript; OpenCV; Rust; Python,Experimenting,Male
11180,2023,MLOps Engineer,Machine Learning,Lead (11-15 yrs),PhD,Germany,Europe,EUR,Large (1001-10000),Finance & Banking,Full-time,Remote,268400,45600,63300,377300,3.8,8,C++; GCP; Python; Azure,Partial,Female
11181,2022,Full Stack Developer,Software Engineering,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Large (1001-10000),Telecommunications,Freelance,On-site,150200,14900,0,165100,3.9,0,OpenCV; Kubernetes; Excel; JavaScript; Rust,AI-First,Male
11182,2025,Frontend Developer,Software Engineering,Senior (6-10 yrs),PhD,Canada,North America,CAD,Small (51-200),E-Commerce & Retail,Contract,Remote,154900,20000,23700,198600,3.3,3,OpenCV; Rust; Hugging Face,Partial,Female
11183,2022,Software Engineer,Software Engineering,Mid (3-5 yrs),Master's,France,Europe,EUR,Enterprise (10000+),Media & Entertainment,Full-time,Remote,146000,5200,0,151200,3.2,1,TensorFlow; Hadoop,Significant,Female
11184,2023,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),E-Commerce & Retail,Full-time,Remote,176800,16200,0,193000,3.4,2,Python; Java; Airflow; LangChain,Partial,Female
11185,2024,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Small (51-200),Finance & Banking,Full-time,Remote,220300,33300,0,253600,3.6,0,PyTorch; Hadoop; GCP,None,Male
11186,2025,Backend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Small (51-200),Technology,Full-time,Hybrid,123500,10900,29300,163700,3.1,1,Azure; SQL; Tableau; GCP,Partial,Female
11187,2024,Cloud Architect,Software Engineering,Mid (3-5 yrs),Master's,Canada,North America,CAD,Startup (1-50),Finance & Banking,Full-time,Remote,161600,14300,42800,218700,3.7,3,PyTorch; R; Docker; Spark,Partial,Female
11188,2024,Analytics Engineer,Data Engineering,Entry (0-2 yrs),Bachelor's,United Kingdom,Europe,GBP,Enterprise (10000+),Finance & Banking,Full-time,Remote,107600,3300,0,110900,3.6,2,Hadoop; TensorFlow; Power BI; Python; Hugging Face,Partial,Male
11189,2024,Machine Learning Engineer,Machine Learning,Entry (0-2 yrs),PhD,Canada,North America,CAD,Medium (201-1000),Technology,Full-time,Hybrid,118500,9000,0,127500,1.9,2,dbt; Azure; Scala,Experimenting,Prefer not to say
11190,2022,Prompt Engineer,Machine Learning,Executive (16+ yrs),Bachelor's,Germany,Europe,EUR,Medium (201-1000),Healthcare & Pharma,Full-time,On-site,212900,25500,0,238400,4.3,0,Power BI; Hugging Face; R; Airflow,Partial,Male
11191,2024,Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,Japan,Asia,JPY,Medium (201-1000),Finance & Banking,Full-time,On-site,92400,3900,0,96300,3.1,1,Python; Go; Power BI; GCP,Significant,Female
11192,2021,Prompt Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,222800,26500,23600,272900,4.0,1,Java; JavaScript; Power BI; Scala,Partial,Male
11193,2021,AI Research Scientist,Machine Learning,Entry (0-2 yrs),High School,India,Asia,INR,Enterprise (10000+),Automotive,Full-time,Remote,25400,1300,0,26700,2.2,0,Spark; R; Go; dbt,Experimenting,Male
11194,2021,Robotics Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Small (51-200),Education & Research,Full-time,Hybrid,94700,4100,32700,131500,2.7,1,Power BI; Hadoop,None,Female
11195,2024,Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Full-time,On-site,96400,2800,0,99200,3.1,0,Scala; dbt; Hadoop; Kubernetes; Kafka,Partial,Female
11196,2023,NLP Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Startup (1-50),Telecommunications,Full-time,Hybrid,181000,23900,18600,223500,3.4,1,GCP; Airflow; R,Partial,Male
11197,2023,Database Administrator,Data Engineering,Mid (3-5 yrs),Master's,Canada,North America,CAD,Large (1001-10000),Technology,Full-time,Remote,107500,4000,0,111500,4.1,2,LangChain; Hugging Face; Power BI; Kubernetes,Experimenting,Female
11198,2021,Machine Learning Engineer,Machine Learning,Mid (3-5 yrs),PhD,Australia,Oceania,AUD,Large (1001-10000),Healthcare & Pharma,Contract,Hybrid,193900,0,0,193900,4.0,2,LangChain; Rust,Partial,Male
11199,2023,AI Research Scientist,Machine Learning,Executive (16+ yrs),PhD,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,678500,91700,91400,861600,2.5,1,Hugging Face; Scala,Significant,Male
11200,2024,Quantitative Analyst,Data Science,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Education & Research,Full-time,Remote,241700,21500,0,263200,3.4,4,OpenCV; Python; Tableau,None,Female
11201,2022,Computer Vision Engineer,Machine Learning,Senior (6-10 yrs),Master's,Singapore,Asia,SGD,Enterprise (10000+),Technology,Contract,On-site,321900,31100,0,353000,2.9,0,Go; PyTorch; LangChain,Partial,Male
11202,2024,Data Scientist,Data Science,Mid (3-5 yrs),PhD,United States,North America,USD,Enterprise (10000+),Finance & Banking,Full-time,Remote,314400,1400,117700,433500,4.3,0,Go; AWS; PyTorch,Partial,Male
11203,2020,AI Product Manager,Management,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Contract,Remote,175200,11300,0,186500,3.9,0,Scala; AWS; JavaScript; C++,AI-First,Male
11204,2024,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Medium (201-1000),Insurance,Freelance,Hybrid,102500,3800,25100,131400,3.5,1,Spark; Power BI,AI-First,Male
11205,2025,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Master's,Japan,Asia,JPY,Large (1001-10000),Consulting,Freelance,Hybrid,156100,14400,0,170500,4.8,1,Rust; C++; R,Experimenting,Female
11206,2023,Engineering Manager,Management,Senior (6-10 yrs),Master's,India,Asia,INR,Large (1001-10000),Technology,Full-time,Hybrid,96200,10400,35900,142500,4.4,7,SQL; Rust,Significant,Female
11207,2021,Generative AI Engineer,Machine Learning,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Full-time,On-site,299400,32800,0,332200,3.3,8,AWS; C++; JavaScript; R,Partial,Male
11208,2023,Full Stack Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Education & Research,Contract,Remote,82500,5500,5600,93600,3.4,0,OpenCV; Tableau,Partial,Male
11209,2020,DevOps Engineer,Software Engineering,Entry (0-2 yrs),Bachelor's,India,Asia,INR,Large (1001-10000),Education & Research,Full-time,On-site,18600,1400,0,20000,3.1,0,Java; Tableau; AWS; R; Docker,Significant,Male
11210,2025,Data Analyst,Data Science,Entry (0-2 yrs),Master's,Brazil,South America,BRL,Medium (201-1000),Automotive,Full-time,Hybrid,22000,2400,0,24400,2.7,2,Spark; Tableau; Go,Significant,Male
11211,2021,Software Engineer,Software Engineering,Mid (3-5 yrs),PhD,Sweden,Europe,SEK,Startup (1-50),Technology,Full-time,Remote,101300,700,16400,118400,3.8,5,GCP; Docker; Kafka,Significant,Male
11212,2021,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Small (51-200),Technology,Full-time,Hybrid,202400,6400,23700,232500,3.6,1,Excel; GCP; JavaScript; Scala,Partial,Male
11213,2020,Full Stack Developer,Software Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Hybrid,89700,6500,20400,116600,3.7,2,Scala; AWS; Rust; C++,Significant,Non-binary
11214,2023,Frontend Developer,Software Engineering,Lead (11-15 yrs),Master's,India,Asia,INR,Startup (1-50),Energy & Utilities,Full-time,Remote,46900,3600,0,50500,4.1,1,Tableau; Scala,None,Male
11215,2022,Cybersecurity Analyst,Cybersecurity,Lead (11-15 yrs),Master's,Brazil,South America,BRL,Medium (201-1000),Technology,Full-time,Remote,79600,8100,28600,116300,2.8,1,LangChain; Python; AWS; C++,Experimenting,Female
11216,2024,NLP Engineer,Machine Learning,Entry (0-2 yrs),Master's,United States,North America,USD,Large (1001-10000),Energy & Utilities,Contract,Remote,176300,13700,0,190000,4.0,1,dbt; Java,AI-First,Male
11217,2023,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Master's,France,Europe,EUR,Enterprise (10000+),Technology,Contract,Remote,167000,2600,0,169600,3.8,1,Hugging Face; Excel; Kafka,None,Male
11218,2024,Frontend Developer,Software Engineering,Entry (0-2 yrs),Bachelor's,Israel,Asia,ILS,Medium (201-1000),E-Commerce & Retail,Full-time,Hybrid,82500,3400,6300,92200,3.2,2,Spark; Tableau; Go; Python,Partial,Male
11219,2023,Data Analyst,Data Science,Senior (6-10 yrs),Bachelor's,United Kingdom,Europe,GBP,Startup (1-50),Technology,Contract,Remote,118700,8600,0,127300,4.3,5,Spark; Hadoop,Partial,Non-binary
11220,2021,DevOps Engineer,Software Engineering,Senior (6-10 yrs),Master's,United States,North America,USD,Startup (1-50),Finance & Banking,Full-time,Hybrid,225200,18700,31100,275000,3.3,3,Rust; JavaScript; C++; SQL,Significant,Male
11221,2022,Cloud Architect,Software Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,99600,5600,0,105200,3.6,2,Kubernetes; R,AI-First,Male
11222,2024,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Master's,India,Asia,INR,Medium (201-1000),Technology,Full-time,Hybrid,46300,1700,10500,58500,3.4,1,Java; Rust; Scala,Experimenting,Female
11223,2022,Machine Learning Engineer,Machine Learning,Lead (11-15 yrs),Master's,Netherlands,Europe,EUR,Small (51-200),E-Commerce & Retail,Part-time,Remote,102500,11000,21300,134800,4.2,5,R; LangChain; PyTorch,Partial,Male
11224,2024,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Medium (201-1000),Energy & Utilities,Full-time,Hybrid,138800,19900,48300,207000,3.9,3,Kubernetes; OpenCV; Docker; JavaScript; Airflow,Partial,Male
11225,2022,DevOps Engineer,Software Engineering,Executive (16+ yrs),Bachelor's,Brazil,South America,BRL,Enterprise (10000+),Consulting,Full-time,Hybrid,96500,3300,27700,127500,2.7,1,PyTorch; Hugging Face; Azure; Kafka,Partial,Female
11226,2022,Business Intelligence Analyst,Data Science,Lead (11-15 yrs),Master's,Australia,Oceania,AUD,Medium (201-1000),Energy & Utilities,Full-time,On-site,126900,12300,0,139200,3.8,0,Kubernetes; OpenCV; TensorFlow; Hadoop,AI-First,Male
11227,2025,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Enterprise (10000+),Healthcare & Pharma,Contract,Hybrid,318900,21400,0,340300,4.4,5,AWS; Power BI; Docker,Partial,Male
11228,2025,Software Engineer,Software Engineering,Mid (3-5 yrs),Bachelor's,India,Asia,INR,Medium (201-1000),Automotive,Full-time,On-site,30400,500,11200,42100,3.8,2,Docker; Rust; PyTorch; SQL,Partial,Male
11229,2024,Backend Developer,Software Engineering,Senior (6-10 yrs),High School,United States,North America,USD,Small (51-200),Technology,Full-time,Remote,158200,23000,8000,189200,3.9,1,Rust; Python; OpenCV; SQL,Partial,Male
11230,2021,Data Scientist,Data Science,Executive (16+ yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Consulting,Full-time,Hybrid,342300,7700,0,350000,2.8,0,Python; JavaScript; Airflow,Partial,Male
11231,2022,Cybersecurity Analyst,Cybersecurity,Entry (0-2 yrs),Master's,India,Asia,INR,Large (1001-10000),Technology,Full-time,Remote,22600,1400,0,24000,3.9,0,C++; Kafka,Experimenting,Male
11232,2023,Data Engineer,Data Engineering,Mid (3-5 yrs),Bachelor's,France,Europe,EUR,Small (51-200),Consulting,Full-time,Hybrid,87800,4200,34000,126000,3.7,0,LangChain; JavaScript; Rust; Hugging Face,Partial,Male
11233,2020,Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Medium (201-1000),Technology,Full-time,Hybrid,108900,3600,18000,130500,2.9,1,Kafka; Kubernetes; Hadoop; C++; JavaScript,Significant,Non-binary
11234,2023,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Full-time,Remote,303100,26100,0,329200,4.1,1,C++; OpenCV,Experimenting,Male
11235,2022,Generative AI Engineer,Machine Learning,Lead (11-15 yrs),Bachelor's,Brazil,South America,BRL,Medium (201-1000),Healthcare & Pharma,Full-time,Hybrid,105400,7000,0,112400,3.7,1,Scala; Rust,Partial,Male
11236,2025,Data Engineer,Data Engineering,Mid (3-5 yrs),Master's,Australia,Oceania,AUD,Large (1001-10000),E-Commerce & Retail,Contract,Remote,151200,7800,0,159000,3.0,3,Docker; PyTorch; Kafka; Spark; Scala,Significant,Male
11237,2021,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Small (51-200),E-Commerce & Retail,Full-time,Remote,139800,9100,25400,174300,3.6,3,Hugging Face; Excel; dbt,Significant,Male
11238,2024,Data Analyst,Data Science,Senior (6-10 yrs),Master's,Australia,Oceania,AUD,Startup (1-50),Media & Entertainment,Full-time,Hybrid,97600,4000,26400,128000,3.8,0,R; Excel; Power BI; Rust,None,Male
11239,2025,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,India,Asia,INR,Startup (1-50),Healthcare & Pharma,Part-time,Remote,23500,1500,0,25000,3.8,3,GCP; OpenCV; Docker,Experimenting,Male
11240,2023,Analytics Engineer,Data Engineering,Mid (3-5 yrs),Master's,United States,North America,USD,Startup (1-50),Finance & Banking,Full-time,Remote,180000,4500,47100,231600,3.6,0,Docker; Java,Significant,Male
11241,2023,Product Manager (Tech),Management,Entry (0-2 yrs),PhD,India,Asia,INR,Enterprise (10000+),E-Commerce & Retail,Full-time,Hybrid,30200,3000,8600,41800,4.0,2,AWS; Excel,Significant,Male
11242,2025,Quantitative Analyst,Data Science,Mid (3-5 yrs),Bachelor's,United Kingdom,Europe,GBP,Large (1001-10000),Insurance,Full-time,Hybrid,186200,8000,0,194200,3.3,5,Spark; AWS; Azure; C++,Significant,Male
11243,2025,NLP Engineer,Machine Learning,Entry (0-2 yrs),Master's,France,Europe,EUR,Medium (201-1000),Technology,Part-time,Remote,60100,0,6900,67000,2.4,2,Rust; Azure; SQL; PyTorch; Scala,Significant,Male
11244,2024,Data Analyst,Data Science,Mid (3-5 yrs),Master's,India,Asia,INR,Enterprise (10000+),Insurance,Full-time,Remote,32600,900,0,33500,2.7,0,OpenCV; Rust; Kubernetes; C++; Power BI,Significant,Female
11245,2023,Engineering Manager,Management,Executive (16+ yrs),Master's,United States,North America,USD,Medium (201-1000),Healthcare & Pharma,Full-time,Hybrid,531500,55800,0,587300,4.6,9,LangChain; dbt; Azure,Significant,Male
11246,2023,MLOps Engineer,Machine Learning,Mid (3-5 yrs),PhD,United States,North America,USD,Large (1001-10000),Finance & Banking,Contract,Remote,273400,2500,0,275900,3.5,0,Hadoop; C++; Java; Python,None,Non-binary
11247,2024,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Healthcare & Pharma,Full-time,Remote,157000,6800,0,163800,3.5,2,Rust; AWS; Python,Partial,Female
11248,2024,Data Analyst,Data Science,Mid (3-5 yrs),Bachelor's,Japan,Asia,JPY,Large (1001-10000),Technology,Full-time,Hybrid,70100,4000,17400,91500,3.0,0,dbt; JavaScript; GCP; AWS,Partial,Male
11249,2022,Product Manager (Tech),Management,Mid (3-5 yrs),Master's,South Korea,Asia,KRW,Large (1001-10000),Technology,Full-time,Remote,127000,0,0,127000,4.3,0,dbt; Excel; PyTorch; Tableau; Go,Significant,Female
11250,2024,Analytics Engineer,Data Engineering,Entry (0-2 yrs),PhD,United States,North America,USD,Small (51-200),Technology,Full-time,Hybrid,132600,0,0,132600,3.5,2,C++; Kubernetes,Experimenting,Female
11251,2020,DevOps Engineer,Software Engineering,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Finance & Banking,Full-time,Remote,174700,15000,0,189700,3.7,4,dbt; Airflow; Power BI,Experimenting,Male
11252,2023,Backend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,Netherlands,Europe,EUR,Startup (1-50),Technology,Freelance,Remote,127300,16400,15500,159200,4.1,0,Hugging Face; Azure; Scala; R,Partial,Male
11253,2020,Cloud Architect,Software Engineering,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Enterprise (10000+),E-Commerce & Retail,Full-time,On-site,225500,0,0,225500,3.0,2,PyTorch; SQL; Python; LangChain; Rust,Partial,Male
11254,2021,Frontend Developer,Software Engineering,Mid (3-5 yrs),Master's,Australia,Oceania,AUD,Medium (201-1000),Finance & Banking,Full-time,Remote,99300,1800,39200,140300,3.6,2,JavaScript; R; Rust,AI-First,Male
11255,2025,MLOps Engineer,Machine Learning,Senior (6-10 yrs),Master's,Canada,North America,CAD,Enterprise (10000+),E-Commerce & Retail,Full-time,Remote,235000,23300,23300,281600,4.7,1,GCP; Kafka; Airflow; JavaScript,AI-First,Male
11256,2023,AI Product Manager,Management,Lead (11-15 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Government & Defense,Full-time,Remote,268700,31900,0,300600,4.0,0,dbt; Go; Azure,Partial,Female
11257,2021,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,India,Asia,INR,Startup (1-50),Insurance,Full-time,Remote,48300,2300,0,50600,3.0,0,Power BI; LangChain; PyTorch; Hadoop; R,Partial,Female
11258,2025,Generative AI Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),E-Commerce & Retail,Full-time,Remote,181100,10400,0,191500,4.3,0,Airflow; dbt,Partial,Female
11259,2022,Analytics Engineer,Data Engineering,Executive (16+ yrs),Bachelor's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,445700,32800,115300,593800,3.2,0,C++; Azure; dbt; AWS,Partial,Female
11260,2022,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),PhD,Canada,North America,CAD,Enterprise (10000+),Education & Research,Full-time,Remote,168700,6300,36200,211200,3.6,1,PyTorch; Docker; Excel; R,Experimenting,Female
11261,2020,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,United States,North America,USD,Enterprise (10000+),Technology,Full-time,Remote,331900,58300,128900,519100,4.6,0,C++; Hadoop; Go; dbt; GCP,None,Male
11262,2024,Analytics Engineer,Data Engineering,Senior (6-10 yrs),Bachelor's,France,Europe,EUR,Enterprise (10000+),Technology,Contract,Hybrid,207700,17600,30700,256000,3.3,8,Excel; Spark,Significant,Female
11263,2020,Cybersecurity Analyst,Cybersecurity,Senior (6-10 yrs),Bachelor's,France,Europe,EUR,Medium (201-1000),Telecommunications,Full-time,Hybrid,92600,11000,16200,119800,2.7,0,Kafka; Excel,AI-First,Female
11264,2025,Frontend Developer,Software Engineering,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Small (51-200),Insurance,Full-time,Hybrid,149600,10000,49400,209000,4.2,0,Azure; Docker; Go; C++,Significant,Female
11265,2023,AI Product Manager,Management,Entry (0-2 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,149600,9100,0,158700,3.8,1,R; Docker; dbt,Experimenting,Female
11266,2023,Backend Developer,Software Engineering,Entry (0-2 yrs),Master's,United States,North America,USD,Startup (1-50),Technology,Full-time,Hybrid,89800,2000,25800,117600,3.0,0,JavaScript; Tableau; Go,Significant,Female
11267,2023,DevOps Engineer,Software Engineering,Senior (6-10 yrs),Master's,Germany,Europe,EUR,Medium (201-1000),Media & Entertainment,Contract,Remote,188600,11800,71800,272200,4.6,7,Azure; Rust; TensorFlow; JavaScript,AI-First,Male
11268,2023,Database Administrator,Data Engineering,Entry (0-2 yrs),Master's,United Kingdom,Europe,GBP,Enterprise (10000+),Technology,Freelance,Hybrid,85200,4500,0,89700,2.6,0,PyTorch; Power BI; R; Azure; Go,Partial,Male
11269,2022,AI Research Scientist,Machine Learning,Lead (11-15 yrs),Master's,India,Asia,INR,Medium (201-1000),E-Commerce & Retail,Contract,Remote,74400,9900,0,84300,4.3,3,Hugging Face; Scala; JavaScript; Go,Partial,Prefer not to say
11270,2021,Prompt Engineer,Machine Learning,Senior (6-10 yrs),PhD,South Korea,Asia,KRW,Small (51-200),Education & Research,Full-time,On-site,74700,12500,0,87200,2.5,7,C++; Airflow; GCP,Significant,Male
11271,2024,Data Engineer,Data Engineering,Entry (0-2 yrs),Bachelor's,France,Europe,EUR,Large (1001-10000),Telecommunications,Freelance,On-site,80000,6100,0,86100,3.2,2,R; Airflow; Hugging Face,Partial,Male
11272,2021,MLOps Engineer,Machine Learning,Mid (3-5 yrs),High School,Australia,Oceania,AUD,Medium (201-1000),Consulting,Full-time,On-site,107800,19200,0,127000,5.0,0,R; Kubernetes; SQL,None,Male
11273,2022,Software Engineer,Software Engineering,Mid (3-5 yrs),PhD,United States,North America,USD,Medium (201-1000),Technology,Full-time,Remote,247600,15600,94700,357900,3.2,2,SQL; Scala; TensorFlow; dbt,Partial,Female
11274,2020,Data Scientist,Data Science,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Large (1001-10000),Technology,Freelance,Hybrid,221500,24300,0,245800,3.2,1,GCP; Power BI; OpenCV; Hugging Face; TensorFlow,Partial,Female
11275,2024,Business Intelligence Analyst,Data Science,Entry (0-2 yrs),PhD,United States,North America,USD,Enterprise (10000+),E-Commerce & Retail,Contract,Remote,96800,10000,0,106800,3.2,2,GCP; TensorFlow; Azure; Kubernetes,Significant,Female
11276,2025,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Master's,UAE,Asia,AED,Medium (201-1000),Energy & Utilities,Full-time,On-site,132400,21000,0,153400,2.4,0,Python; JavaScript; C++; Spark; Tableau,Partial,Male
11277,2024,Software Engineer,Software Engineering,Senior (6-10 yrs),Master's,UAE,Asia,AED,Large (1001-10000),Insurance,Full-time,Hybrid,214700,13200,0,227900,4.0,1,Scala; Excel; SQL; AWS,Partial,Female
11278,2023,NLP Engineer,Machine Learning,Entry (0-2 yrs),Master's,Australia,Oceania,AUD,Enterprise (10000+),Technology,Part-time,Hybrid,69300,0,24100,93400,3.5,0,Scala; OpenCV,Partial,Male
11279,2024,Data Analyst,Data Science,Entry (0-2 yrs),Master's,Singapore,Asia,SGD,Enterprise (10000+),Healthcare & Pharma,Full-time,On-site,80200,0,0,80200,3.1,0,JavaScript; Power BI; Excel,Experimenting,Male
11280,2023,AI Product Manager,Management,Senior (6-10 yrs),Bachelor's,United States,North America,USD,Startup (1-50),Technology,Part-time,Remote,146200,16300,19200,181700,4.5,2,AWS; GCP; JavaScript; R,None,Prefer not to say
11281,2025,Software Engineer,Software Engineering,Senior (6-10 yrs),Bachelor's,Israel,Asia,ILS,Enterprise (10000+),Finance & Banking,Full-time,Hybrid,302300,44200,91700,438200,3.4,3,Hadoop; Docker; SQL,Experimenting,Male
11282,2023,Cybersecurity Analyst,Cybersecurity,Mid (3-5 yrs),Master's,Canada,North America,CAD,Enterprise (10000+),Technology,Full-time,Hybrid,147000,15400,0,162400,3.8,2,TensorFlow; Scala; Hadoop; Spark; Power BI,Experimenting,Male
11283,2024,Analytics Engineer,Data Engineering,Entry (0-2 yrs),High School,South Korea,Asia,KRW,Small (51-200),Finance & Banking,Full-time,Hybrid,45500,3800,10700,60000,2.8,1,dbt; Scala; Hadoop; Go,Experimenting,Male
11284,2024,Prompt Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,United States,North America,USD,Medium (201-1000),Healthcare & Pharma,Part-time,Hybrid,74500,1600,0,76100,4.4,1,Python; Azure; JavaScript; C++; LangChain,Significant,Male
11285,2025,Frontend Developer,Software Engineering,Mid (3-5 yrs),Bachelor's,Germany,Europe,EUR,Medium (201-1000),E-Commerce & Retail,Full-time,Hybrid,93900,4900,0,98800,3.2,2,AWS; Tableau; Kubernetes,Experimenting,Prefer not to say
11286,2022,AI Research Scientist,Machine Learning,Senior (6-10 yrs),Master's,United Kingdom,Europe,GBP,Large (1001-10000),Healthcare & Pharma,Part-time,Remote,143900,19500,0,163400,4.6,0,OpenCV; Azure; AWS; Kafka; SQL,AI-First,Male
11287,2023,Quantitative Analyst,Data Science,Mid (3-5 yrs),Master's,United States,North America,USD,Medium (201-1000),Energy & Utilities,Part-time,Hybrid,139900,8300,0,148200,3.2,0,Java; Hugging Face; Azure,AI-First,Female
11288,2021,Database Administrator,Data Engineering,Senior (6-10 yrs),PhD,Brazil,South America,BRL,Enterprise (10000+),E-Commerce & Retail,Full-time,Hybrid,48900,5900,8700,63500,3.0,2,Spark; Python; OpenCV; GCP; R,Significant,Male
11289,2021,Data Scientist,Data Science,Entry (0-2 yrs),PhD,United States,North America,USD,Enterprise (10000+),Technology,Part-time,Remote,54000,1000,0,55000,3.6,0,SQL; JavaScript; Spark,Partial,Male
11290,2022,Computer Vision Engineer,Machine Learning,Mid (3-5 yrs),Bachelor's,Canada,North America,CAD,Small (51-200),Healthcare & Pharma,Full-time,Remote,130800,9000,29200,169000,3.3,0,Kubernetes; Azure,AI-First,Male
